Path	Content	URL	Form or Genre	Occurrence	MODS version

/mods/titleInfo		http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/titleInfo/title	Bassano news	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/titleInfo/nonSort	The 	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

/mods/typeOfResource	text	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

/mods/genre	newspaper	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/genre/@authority	marcgt	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

/mods/originInfo		http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/originInfo/place		http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	2	3.2
/mods/originInfo/place/placeTerm	abc	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/originInfo/place/placeTerm/@authority	marccountry	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/originInfo/place/placeTerm/@type	code	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/originInfo/place		http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	2	3.2
/mods/originInfo/place/placeTerm	Bassano, Alta	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/originInfo/place/placeTerm/@type	text	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/originInfo/publisher	W. Bleasdell Cameron	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/originInfo/dateIssued	1910	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	3	3.2
/mods/originInfo/dateIssued	1910	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	3	3.2
/mods/originInfo/dateIssued/@encoding	marc	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/originInfo/dateIssued/@point	start	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/originInfo/dateIssued	1910	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	3	3.2
/mods/originInfo/dateIssued/@encoding	marc	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/originInfo/dateIssued/@point	end	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/originInfo/issuance	continuing	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

/mods/language		http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/language/languageTerm	eng	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/language/languageTerm/@authority	iso639-2b	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/language/languageTerm/@type	code	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

/mods/physicalDescription		http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/physicalDescription/form	print	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/physicalDescription/form/@authority	marcform	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

    /mods/note	One issue, dated vol. 1, no. 40, 5 January 1910.	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	2	3.2
/mods/note/@type	public	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

/mods/note	newspapers	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	2	3.2
/mods/note/@type	local:oaiset	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

/mods/subject		http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/subject/hierarchicalGeographic		http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/subject/hierarchicalGeographic/country	Canada	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/subject/hierarchicalGeographic/province	Alberta	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/subject/hierarchicalGeographic/city	Bassano	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

    /mods/relatedItem		http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/relatedItem/@displayLabel	Continued by	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/relatedItem/@type	succeeding	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/relatedItem/@href	BSN	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

/mods/identifier	000008214946	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	2	3.2
/mods/identifier/@type	local:amicus	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

/mods/identifier	TBN	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	2	3.2
/mods/identifier/@type	local:newspaper	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

/mods/location		http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	2	3.2
/mods/location/physicalLocation	CaAEP	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

    /mods/location		http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	2	3.2
/mods/location/physicalLocation	CaAEU	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/location/physicalLocation/@authority	marcorg	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/location/holdingSimple		http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/location/holdingSimple/copyInformation		http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/location/holdingSimple/copyInformation/form	electronic	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/location/holdingSimple/copyInformation/form/@authority	marcform	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/location/holdingSimple/copyInformation/electronicLocator	http://peel.library.ualberta.ca/newspapers/TBN/	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/location/holdingSimple/copyInformation/enumerationAndChronology	1910	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/location/holdingSimple/copyInformation/enumerationAndChronology/@unitType	1	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

/mods/recordInfo		http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/recordInfo/recordContentSource	CaOONLN	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	2	3.2
/mods/recordInfo/recordContentSource/@authority	marcorg	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/recordInfo/recordContentSource	sfarnel	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	2	3.2
/mods/recordInfo/recordContentSource/@authority	local:person	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/recordInfo/recordCreationDate	2010-01-13T16:08:55-0700	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/recordInfo/recordIdentifier	TBN	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2
/mods/recordInfo/recordChangeDate	2010-01-13T16:09:00-0700	http://peel.library.ualberta.ca/newspapers/TBN.html	newspaper	1	3.2

